economy;region_id;partner;region_id;fta_name;proposed;fa_signed;negotiations_launched;signed;in_force;Discontinued;Type;Extra/Intra
Italy;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Italy;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Latvia;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Lithuania;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Luxembourg;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Malta;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Netherlands;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Poland;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Romania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Portugal;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Belgium;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Bulgaria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Cyprus;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Czech Republic;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Denmark;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Estonia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Finland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;France;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Germany;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Greece;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Hungary;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Ireland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Italy;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Latvia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Lithuania;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Luxembourg;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Malta;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Netherlands;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Poland;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Portugal;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Slovakia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Slovenia;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Spain;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;Sweden;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Romania;6;United Kingdom;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
Slovakia;6;Austria;6;Georgia-EU Deep and Comprehensive Free Trade Area;2011;;2012;;2014;;Plurilateral;Extra
